"id","category","text"
11,2,"19910 33590 30697 27633 33597 2389 33047 33597 31645 26685 21263 19362 12510 21263 19946 136 30233 7090 28287 7258 32101 33047 14203 31848 28287 27633 7258 27695 3448 3225 4891 19220 33667 681 29992 1267 30931 7258 32336 33047 17850 24082 21387 29104 249 17454 33047 33597 13004 21263 32502 16367 5384 19638 5922 4433 33597 10272 33718 22766 5209 3225 26539 10108 7839 24771 33178 19946 9694 10675 7756 19076 21263 18627 31061 1854 14109 83 18081 21263 26700 5384 15073 25542 24188 346 30953 33718 8844 12289 1194 33597 23619 33047 11009 10478 3225 9370 19220 28940 11065 1716 25142 33718 33597 191 33047 32662 4451 3948 28287 11123 24807 28287 33718 33597 11506 17151 3225 28287 4137 26606 16840 7839 23116 17850 7258 27926 33047 3563 27261 15328 19946 83 3225 28287 4891 19220 33667 33597 27375 272 33736 3893 17850 28287 32193 7839 8880 7247 83 10941 33856 30584 9709 26742 249 1166 33312 18081 5384 10569 28287 21263 27633 18529 33047 7258 20376 346 34107 17910 1194 33597 29096 29578 33296 3225 17862 30184 35014 3948 28287 31553 19737 28287 13547 33597 35138 16746 1194 13004 30854 33834 21263 681 33667 3225 28287 4137 24188 33718 18558 33047 14167 2922 19946 25902 30584 33597 7182 11089 33047 33597 22893 14167 3907 3603 32822 19556 14635 21263 6422 9150 33047 32386 2531 27089 7258 19136 35138 3225 28287 17929 27695 3448 33667 681 272 28287 3603 880 8005 28287 27633 33597 10272 14127 7839 7880 7839 33597 26297 21263 1863 33718 7258 28042 33047 5209 3225 26539 26502 17929 4377 27375 14012 272 7258 28287 25728 15618 33047 33505 28287 9872 33667 681 9282 9709 5562 33718 13216 32450 681 13656 16391 7839 21935 3225 4891 19220 33736 1242 33047 2531 11001 27261 4433 33597 10272 249 14109 13547 33597 7756 19076 3225 28287 32329 272 27089 13938 7839 3948 26502 1194 27261 32674 8098 20526 7258 9855 83 14314 8098 19011 13547 938 33597 471 17910 23914 33597 17807 12903 8005 272 24415 33718 26669 332 33047 19000 27841 5384 21174 5384 14314 4400 3603 28311 7258 10941 26669 28925 33312 19000 21361 21263 28287 681 33667 3225"
12,4,"13126 3945 129 33667 8005 29992 22183 1701 22655 4189 33718 33597 12718 33047 12911 22522 13533 7839 13211 35114 12289 22718 18334 28045 3225 17929 8279 4451 3948 10319 7839 13211 7779 6341 16976 6343 25964 5384 4451 13185 16918 31140 7839 24595 26261 9392 3225 26261 30584 7258 17708 33047 1237 5384 3943 83 32650 28488 7839 7444 17850 26041 58 11605 10078 28042 24195 27008 14314 25497 7839 17313 7839 6261 7492 3225 9241 33047 33597 31563 24373 33047 33597 26861 4451 3948 7839 8880 8005 23175 7839 25497 16918 3066 34275 5384 24488 10665 249 26261 3225 12007 3792 129 35040 7779 26546 32822 29062 8005 272 332 33047 33597 10044 31726 33047 33597 16348 19259 27926 33047 4655 3225 13126 23465 8005 7077 1167 18205 23914 7258 26600 13533 15516 5384 31061 23188 13533 1124 33047 11001 33047 18022 1237 3225 13533 5384 33597 16348 19259 9392 20097 24188 6865 19946 33597 5813 83 22284 35014 3948 9642 7839 2028 249 33597 26041 1193 33047 9392 1237 3225 34100 33831 83 18334 16348 17365 33047 9392 34293 2144 1237 5384 30201 16277 3225 17929 6918 20469 4451 3948 10319 7839 13211 18022 12911 25497 13533 19946 3756 23874 33047 27008 30931 15332 34275 5384 7872 28385 3603 7839 22279 18221 3225 129 33667 33597 8279 4451 26274 7258 26413 33047 10159 21263 15250 5384 5887 26039 7839 29062 13533 25497 3225 129 33667 8005 29992 7086 33597 665 33718 16560 7839 6343 12457 20350 880 33597 16348 19259 9392 3225 129 30584 32822 1167 7043 27421 14106 4119 33026 23669 33597 9349 8179 18858 23317 3603 18022 23024 7839 13533 9392 3225 129 27464 6918 30181 13533 6341"
13,5,"17929 728 18753 16770 9771 12651 26606 16347 34107 28246 5693 8821 14167 1883 2314 14167 4921 33718 33597 17788 3225 13126 33597 35033 21263 14314 26606 16347 15522 20823 10094 14167 3447 880 16347 14167 249 33597 23678 33047 8229 33047 17929 10201 21263 18627 16840 7258 8821 2437 33718 11119 3225 18215 33047 33597 21541 14167 33597 13649 30481 7839 33597 21780 28514 16770 9771 6055 14167 4308 33597 9934 33047 33597 32374 32087 5612 23914 33597 8720 24266 14654 27633 681 463 7839 7258 29432 4123 10509 33047 3115 2476 5384 20542 22969 3225 28287 13668 23364 7839 27711 7090 8880 7258 21336 249 33597 29842 21263 28287 1627 33667 3225 28287 17929 6055 30584 33553 18334 30100 21263 18334 637 3225 28044 33553 18334 33047 7258 3498 3225 28287 26539 26502 17788 26202 4968 18837 8252 83 18215 33047 33597 21541 9282 3948 33597 29085 5384 16082 9422 33047 33597 32336 3225 28287 32329 5920 25583 32329 9282 9604 7258 728 2109 701 7839 7779 21263 28287 681 26502 33597 22091 33319 21263 7839 3948 3177 19946 30826 3225 1627 25712 33597 6055 9282 7444 7258 17788 2437 21394 17817 3822 20773 26245 3948 2410 880 19800 14167 21229 3225 35148 6682 33718 33597 35033 5384 17788 19946 21430 69 3225 26539 33667 681 29728 33597 6055 9282 3948 21140 8821 14167 22157 14167 32725 13473 7839 7258 5343 13755 2437 3225 17929 893 5384 26791 16770 9771 4275 26245 9709 3948 3447 880 3289 20520 21263 14681 20013 1627 31061 33667 3225 3791 16770 9771 16055 9709 880 20520 16055"
14,3,"10466 33067 31061 9811 18224 15432 83 1601 5384 16739 31785 24188 7258 15014 31452 33718 31294 3225 17929 25601 4400 3353 9124 16569 7258 29390 21757 28400 880 33597 7559 16435 3602 2130 3225 18764 10466 12417 8844 1379 272 15703 21263 18748 11809 28287 22472 9709 29486 14167 10191 25849 33047 9709 18748 749 3225 28287 20285 15522 18966 7427 3225 20285 29992 2971 30587 3225 16653 29992 818 5384 27812 21263 32329 16840 7839 33597 24252 26791 3225 32329 5920 6886 11001 32674 26606 29466 83 3225 28287 17985 10466 30584 31688 7839 33597 31657 2906 25471 21263 31785 10139 17910 33718 33597 24617 17030 21263 25012 1601 31061 9709 1974 10845 32160 33597 3353 17823 33718 32471 3353 728 29390 21757 2677 3225 18764 10466 13945 11809 28287 31785 29992 7258 31072 29237 33718 32471 1623 3225 32329 7111 29992 33597 2379 26642 21263 9872 32329 17639 25019 8005 33597 27926 1601 33734 3225 28287 26238 32329 9282 26606 28635 8005 21263 32329 20269 26606 15522 15242 3225 28287 5176 26065 7258 10039 27421 19122 21228 33026 83 28043 26065 17910 33047 32471 14817 5384 31785 34448 3822 20893 83 1601 26223 20134 26606 34448 3225 28287 10466 33736 33667 27261 8797 7839 29659 33597 6402 33597 10621 26816 33047 16739 33911 23302 29992 29992 19946 33597 9668 3225 28287 15718 3819 8005 8639 21263 2424 26606 7258 16816 21263 16816 21263 16816 21263 16816 21263 16816 25559 9668 28287 10466 26692 3225 28287 15718 3948 33718 3822 26480 83 22454 15522 31048 33718 33718 33597 19473 8084 23669 7258 9124 21263 29935 9709 15213 7839 30697 17910 5384 28043 27650 17850 34213 25731 12903 13040 16497 30184 24188 19670 11001 15988 83 24188 19670 26771 3225 28287 19772 21263 10078 21263 12106 9709 15014 3225 13668 15242 3225 32329 5920 26606 7839 8728 7779 8464 7839 22136 749 3225 32329 6886 83 10191 17910 15242 5384 32329 6886 83 10191 332 33047 33597 25731 26005 17910 15242 3225 28287 7980 33067 30099 28316"
15,2,"4891 2353 3253 30184 272 202 7839 23619 30931 33597 4474 31351 3225 28287 4854 6114 20324 26606 35125 11588 30931 33597 9642 26664 33718 11530 21263 28287 681 33667 3225 28287 27136 2424 24188 25488 4873 13547 30584 12797 83 26664 23914 11123 33489 26664 33718 4474 3225 28287 9694 3384 13542 29709 30184 272 28246 28287 12551 28287 13547 27261 20502 30931 30599 4854 6114 3225 28287 13126 6114 3836 6898 5384 11333 21263 15561 6399 17070 33047 7258 13041 1187 26664 14314 26606 33553 22906 13394 33047 13542 21263 30184 30584 8783 34174 13547 15073 27261 20502 33718 21263 28287 681 33667 3225 4891 18099 26502 21310 33718 20398 11809 28287 9241 33273 16476 26606 7258 24017 13753 3928 32450 2424 7077 2826 19946 33597 11450 33597 5343 10743 3225 35148 33273 10078 31115 3948 22918 3225 35148 272 30931 33597 19473 3225 28287 18764 7258 35033 17039 9797 7737 11809 28287 12007 249 33597 11321 21263 33597 35033 33032 29977 5384 7258 23763 24082 18334 32160 11333 2855 7839 33597 12681 17843 3225 20070 8005 2424 9282 26268 22448 24082 27633 33553 27633 11333 3225 28287 10431 33273 3948 10078 20927 19946 4772 9586 18627 3090 9709 23143 33597 11321 3225 28287 4572 8904 5142 18099 31061 30233 33597 444 14106 5961 11321 30931 33597 4854 261 28287 6394 28287 3225 28287 17929 35033 30584 14208 332 33047 33597 10044 10049 14519 7839 33597 12681 3225 28287 17929 21661 20864 4110 33667 33597 28287 27644 28287 33047 33597 11321 13873 3225 28287 4137 26606 332 33047 33597 33502 10049 30729 33047 34591 12681 10272 17070 33047 33597 10412 19136 23017 33047 6345 18793 31171 5384 18022 7196 3225 28287 15908 10083 7839 3948 33597 26669 3225 28287 29587 27812 7258 11315 2531 681 33667 12429 8005 272 7077 3603 880 30662 33597 12681 9282 16883 3948 17578 7839 5941 8102 19946 18022 6188 16309 28190 3225 4370 33540 10351 8871 2353 33667 33597 35033 272 24682 7839 23012 34591 29480 7839 31602 33597 11321 25454 1194 15412 3494 33718 4107 3225 26539 33667 8005 13873 22918 17070 28246 12681 30020 8279 13909 7839 33597 35033 3225"
16,3,"21263 32674 29992 7839 27412 8639 7258 18051 17988 7839 26567 33597 28400 33718 27733 3225 6008 3225 21263 25488 6865 17850 28264 21263 33668 19473 1991 19497 7251 172 33718 33597 26791 7043 7839 17381 33597 3523 28667 28400 3225 17929 8218 14167 8599 16842 7258 1716 25731 33047 29646 34808 7839 8728 32471 7559 1756 28400 3225 10527 16435 272 28043 15843 33047 33597 28064 28093 14167 16250 172 14208 31061 3225 5056 34448 7258 15497 14466 7839 27187 30704 27812 7258 23528 13868 3225 17929 27118 33405 21263 32674 31061 23419 7258 4049 13868 27812 9231 3311 880 8570 19616 21263 5873 33597 28400 249 7258 25905 11556 30771 3464 3225 7677 33597 3523 10758 23668 28400 33718 33597 15962 33047 17900 13678 3225 27870 16435 33047 1638 3225 31605 272 9709 33395 29986 7839 29674 880 7843 9872 20300 29992 14208 33493 17910 33047 33597 19028 3225 17929 2211 14582 272 9983 1194 15614 33597 14582 30931 29770 7839 26466 3225 17929 17456 29428 33405 10139 8639 17850 7258 30590 18138 9872 29992 7839 17906 8639 33597 1379 33047 27073 17442 6451 23669 33597 26791 17238 7839 8728 33718 332 12117 21263 6657 34808 3225 8858 11681 5384 6451 21263 32674 33080 7258 32783 25731 33047 3497 3225 2632 21263 29992 14208 29270 8844 25864 33718 7843 5384 8098 33468 19833 34371 33597 28064 16435 3225 28287 32329 29992 7839 7880 17910 5384 7880 31688 16347 33597 20620 3792 33597 28096 5384 32329 5262 22557 33468 18108 9042 21263 28287 33667 1987 3225"
17,1,"17929 10046 33047 33597 28232 15829 9770 7839 9051 5302 880 14106 21363 27421 1167 5947 33026 30584 7258 30628 7839 33630 21263 18627 272 3377 33178 1194 26267 33047 18334 32160 14106 7836 3225 17929 3705 14113 22485 8005 20685 7880 19800 32450 8005 33734 9709 17523 7258 27734 20927 1194 30172 8339 3225 18764 25488 18022 17407 26606 26339 7839 31446 18022 16099 12827 18108 21086 2781 3225 33630 4870 23098 9770 7839 25316 17929 3705 33736 33667 8005 29992 26339 29553 23669 33597 29005 33047 22448 33047 18022 10044 21215 16047 19800 33597 16745 11081 23830 34301 27421 22864 33026 3225 33630 34905 7839 14807 2826 33597 20315 21263 18627 31061 8963 31375 29618 5384 31061 15522 29644 880 11001 33047 18022 13258 3225 18414 21263 8005 17023 7839 28030 19946 35033 32947 21504 21263 31509 5384 14248 23206 12289 3225 7364 5302 14208 540 7258 28232 15829 9770 33718 23098 10640 21263 18627 31221 33597 18250 21263 17456 5384 32274 30259 3225 17929 12679 18395 31061 15522 25765 7839 1695 3603 18334 35033 18284 17780 21263 28311 5698 26029 33718 10621 3225 33630 33667 33597 10046 21263 18627 1314 33718 18334 32160 33597 14106 7043 13416 29992 29728 21263 9282 28287 11281 28287 23429 18022 16926 1958 3225 28287 32329 7074 25488 11583 83 2424 33273 25488 18305 32075 33718 8339 16976 24390 33630 5384 14466 8005 7839 4189 27633 7258 7294 58 21263 28287 33667 30269 9545 13214 21062 3225 6609 33718 33630 8098 3603 18334 32160 12169 15829 7839 18259 13750 1194 33597 25559 33047 21891 19946 12776 3225 6609 33718 12795 18395 33630 26606 31603 18334 32160 12169 15829 19946 6774 83 8005 30584 29820 18022 9770 33718 3425 6652 12887 23098 10640 3225"
18,2,"26539 2650 6954 30184 272 28287 10919 7258 11965 28287 7839 7483 33597 3571 12903 4891 28868 29992 11573 681 272 9709 21870 7839 25497 33597 23349 15507 17143 12923 34675 3225 10904 33379 26276 28492 8319 19846 11529 33667 11809 28287 4137 30081 8005 35014 3948 33597 8442 83 14246 350 21263 9709 31302 3225 28287 4891 28868 33667 33597 28025 4474 5384 31759 33669 11065 34425 5384 8005 9282 3948 28287 33640 5384 29203 28287 7839 30016 8844 16236 3225 7754 35014 32967 83 5203 17850 26276 5384 32779 12757 7839 33505 33597 35033 5384 18022 10134 21263 681 7709 3225 17929 29977 34738 25169 24188 33949 19011 83 33597 22388 8050 9282 10144 3948 12702 19946 33597 23901 33047 33597 26276 20864 21263 34911 32160 7258 8442 3225 26220 219 26276 20864 6473 10494 22485 33047 33597 2877 880 4398 33047 27644 21263 3836 33597 31466 26752 14167 880 18627 9370 19220 14113 19232 14167 27633 7258 27666 33047 33597 8414 19946 31302 7839 20961 3603 30253 4222 3225 28287 6556 34650 9282 3948 33553 18334 880 7258 30715 32160 14314 9282 19946 7258 8442 5384 22224 6954 2424 26606 2971 14109 31465 83 9854 21263 28287 681 26502 9031 2689 6578 16055 31680 34718 33319 3225 4891 28868 28940 681 3090 9709 30788 7839 25497 33597 23349 15507 17143 25488 14167 26013 880 33597 31605 31812 30253 8554 3225 26539 33736 33667 83 34591 20503 681 34448 9282 3948 31703 1194 7258 8442 34371 4324 32449 3225 17929 21661 30253 4222 13718 1834 24188 21012 9868 17850 12676 35063 9502 3225 34100 24188 9868 19800 31524 18627 33597 29658 29489 26606 2818 20586 23859 26434 31525 14167 5384 18627 24188 2492 7839 17388 19946 22448 21086 3225 19594 21263 33385 2056 5384 3822 24244 10235 24188 12595 7839 34562 33312 33597 17023 3225 4891 28868 28940 33597 17143 24188 15402 7839 24534 30253 33834 3225 18831 11042 16476 25164 21263 9709 31302 21263 35014 3948 17578 7839 10408 7237 33047 35033 4115 3225 17929 27375 30584 29728 7839 8728 29829 34562 33718 33597 32140 21263 9872 19217 7258 6102 33718 33597 9657 33047 29489 3225 17929 3865 17143 21263 3848 7839 5367 33597 20577 31524 5384 7343 33597 29658 29489 16055 14109 21263 9282 4118 7839 5343 27633 19833 27633 21661 30253 4222 3225 30999 11042 83 4789 31302 33597 27026 7839 23807 35033 4115 33047 8844 5802 30584 33597 10044 33505 19946 11869 10967 880 6367 18858 3225 20371 10235 24188 33736 5798 14314 4451 26606 16476 29977 32449 14167 11844 5384 9349 6117 14167 7839 19737 33597 3865 17023 3792 14314 6174 7839 33597 9657 33047 29489 3225 18764 33597 27375 28940 33597 20577 17143 22557 17910 28647 19670 7897 3948 17747 29731 3225"
19,3,"17929 6961 14417 3253 681 18060 33597 32176 12903 681 272 11822 23669 33597 19151 5384 33667 13731 6133 15178 29992 34448 7258 28200 20503 3225 28287 10191 3311 32329 33140 33597 32176 33178 23669 33597 19151 21263 28287 21275 26502 9031 11515 3225 28287 35148 33408 12383 7258 5832 3225 28287 32329 272 29821 23669 5384 32329 7077 33597 32176 19946 33597 19699 3225 17929 23675 10139 5384 32329 7497 7880 33047 33597 32176 3225 28287 21275 13945 11809 28287 9241 33047 33597 1181 26005 6804 8005 2826 27812 33597 23675 5384 7839 6345 31614 33597 13731 9042 5160 7258 5832 3225 28287 33263 29637 27633 10191 10945 21263 83 12940 5384 19846 28595 13070 30931 12932 6673 29934 21475 83 21256 7839 24195 107 3836 7258 33395 31822 8098 33597 29977 30245 31140 33718 33597 3166 3225 28287 4279 272 33736 25998 27633 7839 6954 11065 31822 29992 15522 15266 1194 15178 3225 28287 32329 5920 25583 32329 20685 26606 15522 8976 880 21263 16569 7258 32967 21263 32329 272 30181 33597 32176 21263 28287 33667 33597 2335 10039 3225 28287 17929 18305 272 7258 23652 9796 21263 8005 272 9709 8639 33597 22330 3225 4137 18559 8005 16435 5384 16435 33468 3225 28287 32329 20269 11042 2424 8098 10131 21263 3822 350 7880 249 13040 5384 3822 7880 33312 13040 3225 34718 14314 10139 33312 13576 5384 22224 21387 17850 34653 12559 3225 28287 6471 17779 21275 31061 27506 681 272 12417 7258 33893 31822 33718 11065 27623 12450 18410 34022 7839 29428 3225 21275 21953 23669 15266 31822"
20,1,"10022 4686 21263 30856 33047 1340 15250 17850 19913 27038 21263 33667 24669 18497 33395 16381 31916 7839 15073 26990 3225 28287 35148 30584 18943 3893 33395 21263 28287 681 26502 11028 3225 28287 4137 26606 22183 33395 3557 8853 19946 29428 18627 10167 33597 16926 17970 3225 28287 5056 3557 16055 15373 16055 30584 19499 7258 1873 14713 21263 249 15374 15829 4189 26173 880 8339 5384 2781 3225 17929 1523 2596 20832 10605 23465 5384 10621 27812 19499 22163 4189 33047 18334 32160 12341 15829 33718 31542 3225 21812 21263 8005 31061 4725 2826 30291 249 4189 33047 28043 19800 15374 15829 29728 33718 3945 3225 1181 2249 5941 10793 2027 1181 15437 26606 27957 7839 7258 11556 2027 21263 249 13883 13910 7839 2390 23914 33597 26664 1194 3384 22703 5384 10276 4189 30666 3225 32271 11678 25961 21263 18627 14113 28464 83 8005 9282 363 33597 1181 24488 33254 26664 21263 23027 7258 27546 2027 3225 6507 33667 83 3557 10586 8098 32096 5384 1181 15437 8098 18943 24207 17850 7258 18337 7839 15073 4854 2249 3225 28287 29428 25039 16347 33597 9681 27633 29637 27633 34653 13883 24188 10945 21263 28287 30850 5453 21263 30269 31009 25792 33047 9390 1918 20682 21263 26502 11028 3225 28287 33079 3557 10586 24188 33080 7839 5442 33718 29428 23669 33597 9349 33481 18858 5384 1181 24669 5442 7839 12761 15926 4189 17850 7258 24017 25251 3225 28287 17929 7918 33261 33047 17469 15437 29360 3603 11324 7558 7839 18734 19946 24059 21263 14909 1194 10276 4189 33718 16341 5384 16926 17970 3225 4861 13383 33718 33597 30248 33047 22703 7839 10849 15829 33718 6443 5160 7258 34346 29062 7839 15437 18627 26606 9298 6578 15829 7779 2495 3225 17929 1523 30584 33080 880 10276 4189 33718 8339 18829 13457 22755 10927 3384 3225"
21,1,"32551 3557 4189 28269 33718 33597 3353 8179 1673 33047 3945 21263 29821 1194 9982 32822 21263 7258 24694 28714 3225 29752 3171 153 27421 30373 33026 28131 1194 13990 15829 33718 33597 24617 32294 31916 249 33597 18753 8179 2495 21294 21263 33597 24290 20550 29835 33667 3225 15908 16043 30759 11069 4189 7839 10849 15829 21263 33597 21934 30248 33718 29977 18858 3225 1094 32822 272 3603 1194 6243 15829 33718 33597 24617 32294 21263 5384 30184 33736 272 7258 27456 33718 58 31009 83 5160 33597 5782 11123 13166 25708 3225 20309 33597 14109 21263 13416 16520 17910 83 11333 272 19976 33597 10662 33047 18022 4854 31391 5384 83 18022 1523 272 3893 18334 16896 32160 33718 18753 18858 3225 33263 19833 27633 10276 3171 20350 21263 19579 29029 1194 13226 15829 33718 33597 24617 32294 14167 33597 10044 18330 33718 21661 10079 880 7258 9124 3225 28287 28044 11123 3557 4189 83 18238 19833 4172 21263 28287 33667 25686 21889 21263 11123 8308 17850 17677 3225 28287 13126 33597 3747 33047 3945 21263 4189 272 27863 29821 1194 9982 32822 3225 11257 8005 27465 14447 30931 31009 5384 19579 21263 7727 2624 30860 30584 18943 10276 3225 28287 18764 2424 8022 20324 3557 4189 7839 13383 7839 21567 5430 33718 8339 3225 28287 6507 22485 83 11333 18943 272 18351 34284 5384 272 3766 7839 8696 20098 17850 18022 31812 18138 3225 18329 7259 4572 1523"
22,1,"17929 12081 33047 16345 33667 33718 7258 1988 83 8005 9282 28287 5442 7839 6574 33718 33597 25731 10134 33047 16347 33597 3705 29400 21263 14373 29146 21263 20600 5384 12911 28287 3225 8858 19384 24188 10511 19946 33597 32742 9833 8779 7233 27421 22519 33026 9363 25564 33261 3225 13126 7258 25741 249 33597 17788 22959 5384 12480 20184 21263 2048 33667 18022 15437 8098 25713 10605 4393 6443 5384 12341 10766 880 13547 1167 7836 3225 21091 13547 7258 22488 32396 14166 11851 15437 1194 18334 32160 12341 15829 19946 12776 3225 34100 13945 11123 13166 15525 15829 7839 1167 21342 33718 28675 24207 27812 33597 24207 16020 29992 2575 3225 17862 30184 26245 3948 18334 15990 5250 29480 15606 12903 24207 11824 33718 32742 9833 19946 23445 27812 21993 13004 32980 21263 13416 26173 3225 28287 10431 20685 18943 3948 3822 2877 25169 83 20685 18943 24534 29480 21263 28287 33667 24651 8510 21263 11123 8308 17850 9460 8097 3225 28287 12007 7727 21774 31061 13567 15829 33047 2048 21263 14314 18943 26606 27089 7258 11901 27926 7839 9604 28476 22388 3225 28287 21812 21263 4891 8510 33638 83 7258 21661 3705 14384 7839 9604 22388 33047 7258 30225 8185 18436 11678 21263 249 18022 26366 7839 28361 5384 6174 19946 6774 21263 26245 9709 3948 31111 16816 4563 1194 17361 3225 2048 33667 83 33597 12061 33047 7258 9770 1194 21774 9282 26606 10078 6402 19946 18022 58 3225 17929 18305 26245 3948 7258 20449 7839 7258 28476 32396 21263 249 13416 18748 83 7258 23994 34653 11678 26245 33736 25488 4968 11123 13457 33718 2048 3225 21774 33667 83 8005 26245 29062 18022 9770 33718 2048 21263 26013 24202 8005 13050 3225 4861 22590 9282 12468 7258 11678 83 21117 17316 11947 16382 21263 6774 21263 13129 5384 29714 28778 3225 30225 17316 3166 23354 21774 7961 331 31061 5698 7258 13567 15829 9770 33718 2048 21263 33597 24506 10044 8185 18436 11678 3225 28469 21774 17336 9770 33718 2048"
23,1,"17929 12718 33047 27261 17910 33047 12289 33718 30862 15367 1523 31061 27957 880 33597 19741 12923 2495 27633 4189 7027 24547 29393 3225 5622 13542 29984 30566 6578 19572 880 18858 21263 33597 27375 33047 14061 23701 27262 31061 7077 882 32647 17850 33597 3819 33047 33597 14339 3225 4861 32982 11864 33047 34425 7839 3264 3603 11675 7839 7444 2826 7839 12289 21263 9260 880 1194 18000 3822 24806 10167 21263 31061 6687 10485 9588 3822 32840 28488 3225 14204 33718 7258 12718 33047 8919 21263 34604 9588 33597 24506 14891 22428 21263 26606 2617 33597 3843 14167 27633 19833 27633 16615 13547 10845 882 17160 27633 3630 14246 17906 3225 23282 33597 3865 26039 24188 33597 24182 28287 8843 18992 28287 18627 3819 3603 13542 14074 3225 17929 4135 14262 12686 30584 6443 21263 9872 10411 880 19555 6864 24188 14208 20688 17888 5384 31225 33597 13542 5440 21263 18515 33667 3225 28287 17929 1777 33047 33597 9287 26664 3090 9709 30697 27633 7258 31614 21263 28287 33667 19419 30598 17850 31201 3225 28287 22225 32647 34425 26223 324 7258 4381 18330 33718 33597 12235 11124 6374 3225 28287 28440 1523 14784 32840 18992 32840 13542 28131 26648 33718 8411 7839 10469 19572 27261 21263 2109 33014 15829 33047 33597 11546 3225 17929 12235 11124 33840 29281 7258 31117 33840 32160 29728 21263 27633 27375 34425 7839 28605 882 32647 31078 7839 9604 16359 3225 18764 34525 33667 20775 4189 272 18943 15013 33597 882 26664 3225 28287 10431 24188 12082 1373 33047 7258 5773 33718 3171 20350 21263 28287 33667 32764 8146 21263 30856 33047 33597 13116 24244 32789 21263 33718 7258 1988 3225 28287 18764 4189 33047 31551 15829 17653 33718 33597 13649 32294 30584 18943 33467 7839 33366 3311 24470 7839 33597 9287 26664 3225 28287 13798 29924 20979 5384 33597 19172 8397 14167 18627 33514 33597 25759 33047 25904 14167 8098 33736 28311 7258 2054 16359 21263 681 33667 3225 17929 14179 33047 33597 13542 30584 18943 346 13656 33718 33597 30599 18529 33047 6898 21263 15561 33597 30248 30584 17347 15829 3225"
24,3,"22615 26606 7258 12202 33047 26642 1596 3792 29829 34653 29421 33312 8504 33718 27183 3225 16383 27421 5393 33026 21263 4658 27421 5411 33026 21263 3719 27421 13849 33026 21263 25504 27421 18433 33026 21263 21634 27421 5411 33026 21263 24441 27421 27183 33026 21263 18187 27421 27183 33026 21263 29868 27421 23813 33026 21263 27124 27421 33039 33026 21263 3719 27421 3643 33026 21263 17820 27421 27183 33026 21263 22248 27421 33907 33026 21263 34303 27421 34169 33277 33026 21263 1674 27421 28908 2982 33026 21263 28902 27421 34169 9753 33026 21263 14218 27421 18433 33026 21263 14050 27421 33962 33026 21263 33067 27421 34169 33277 33026 21263 1708 27421 20372 33026 21263 13882 27421 34169 9753 33026 21263 13638 27421 13282 33026 3225 34169 32909 3249 33067 27421 11246 33026 6369 6342 7839 3948 17910 21263 19670 1370 13849 20410 7207 3719 30584 167 33718 3225 9397 7502 24441 5384 12948 3719 21263 30661 9741 1674 26606 29628 14109 21263 18829 30184 24188 33736 16113 23669 30504 14050 27421 31731 33026 3225 21812 21263 10603 22457 27254 1674 30584 29728 7839 7107 33718 16435 7839 32630 11065 14546 25936 17850 33597 1223 21110 3225 10431 8098 33736 16113 23669 25386 23396 27183 20410 12313 17820 21263 9872 33597 32569 9299 7839 26606 34055 8639 33597 22327 681 18846 3603 33718 33597 12366 16055 9734 34022 7839 34169 33277 19946 30826 3225 17929 6774 21424 22615 19715 32974 5627 15843 33718 31250 880 11065 7559 3166 33718 13216 21263 249 27569 11585 19846 1211 12129 5384 26496 25504 249 33597 13442 14167 29958 3225 15908 20685 12082 33597 27926 880 3865 19217 7502 25504 5384 34637 29868 7839 8880 8844 22615 24691 3225 4881 16113 31827 22615 12544"
